,id,iso_language_code,created_at,screen_name,text,location,favorite_count,retweet_count,queried_at
14,1310085508933050380,nl,2020-09-27 05:15:00.000000,BlendleNL,"Je vrijwillig blootstellen aan covid-19, een vaccin in testfase of een placebo: duizenden mensen doen het; een noga… https://t.co/LiGT0hrhA5",Utrecht,0,0,2020-09-27 17:13:18.904648
15,1310077959324053504,nl,2020-09-27 04:45:00.000000,BlendleNL,Sander Schimmelpenninck (@SanderSchimmelp): ‘Bij Op1 was geen ruimte voor kritische geluiden’. @rockhuysen schrijft… https://t.co/bmPnB26EPm,Utrecht,0,0,2020-09-27 17:13:18.904658
16,1309965924246663168,nl,2020-09-26 21:19:48.000000,tomsworld_be,@Pieterjanvl Ik hoopte dat het blendle verhaal zou doorbreken maar blijkbaar niet. Imho is er ook een probleem met… https://t.co/WApY2SriB1,België,0,0,2020-09-27 17:13:18.904668
17,1309965180307230720,nl,2020-09-26 21:16:51.000000,Pieterjanvl,"@tomsworld_be Blendle, waar je per artikel betaalt, kan daar een oplossing zijn. Zou dat ook liever doen. Maar ik b… https://t.co/LdPUPYj6Zk","Aarschot, België",0,0,2020-09-27 17:13:18.904678
18,1309905202733035522,en,2020-09-26 17:18:31.000000,mamanova,A Furry Lifesaver Working For Peanuts Gets His Due - The New York Times  https://t.co/sYwL8pQ6Ac,WGBH Boston,0,0,2020-09-27 17:13:18.904687
19,1309904771202060289,en,2020-09-26 17:16:48.000000,mamanova,A Furry Lifesaver Working For Peanuts Gets His Due - The New York Times - Blendle https://t.co/ZBKQH1AqrD,WGBH Boston,0,0,2020-09-27 17:13:18.904697
20,1309875247160713216,da,2020-09-26 15:19:29.000000,Max_Deforet,@maxloisel @hypernewsfr Et Blendle ?,"Paris, France",0,0,2020-09-27 17:13:18.904706
21,1309870346376482818,nl,2020-09-26 15:00:01.000000,BlendleNL,"Dit bedrijf ontwikkelt een vaccin dat geen antilichamen opwekt, maar een ‘bacterie’ het virus laat bestrijden. Joep… https://t.co/XdELFI3uCw",Utrecht,0,0,2020-09-27 17:13:18.904716
22,1309863742323163136,nl,2020-09-26 14:33:46.000000,LindaMiriam,"Mooie column, @sheilasitalsing  Erger https://t.co/9U0U6AEBX1",Nederland,0,0,2020-09-27 17:13:18.904726
23,1309849042843828225,nl,2020-09-26 13:35:22.000000,BlendleNL,Nieuwe baan op de filmset: de social distancingmanager. ‘Je wil hier geen Grapperhausje.’ @keesvanunen voor… https://t.co/fOS3nSGoNX,Utrecht,0,0,2020-09-27 17:13:18.904736
24,1309848345339457537,nl,2020-09-26 13:32:35.000000,BlendleNL,"Zelfs @rufuswainwright wordt oud, maar gelukkig niet mild. ‘Meestal sta ik laat op met een erectie en een goed idee… https://t.co/XzzZmlsmZd",Utrecht,0,0,2020-09-27 17:13:18.904746
25,1309847210075590657,nl,2020-09-26 13:28:05.000000,BlendleNL,"Chocolade, ijs of frietjes: waarom we allemaal naar eten grijpen als we een slechte dag hebben. @nijlb zocht het ui… https://t.co/bupBn3vhM8",Utrecht,1,1,2020-09-27 17:13:18.904756
26,1309829991765549056,nl,2020-09-26 12:19:40.000000,sschouwenaars,Lees dit artikel uit de Volkskrant: Erger https://t.co/NvhyKnctlJ,Oostburg,0,0,2020-09-27 17:13:18.904787
27,1309824382601228291,en,2020-09-26 11:57:22.000000,holofiche,Read this article from The New York Times: Unforgettable Journey https://t.co/9qXKBCWeBt,,0,0,2020-09-27 17:13:18.904797
28,1309808363648299014,nl,2020-09-26 10:53:43.000000,upstairs60,Lees dit artikel uit De Standaard: ‘Je moet jezelf kunnen vergeven. Ik vrees dat dat de rest van mijn leven zal dur… https://t.co/EFonECMUWC,Holland,0,0,2020-09-27 17:13:18.904807
29,1309800964795379712,en,2020-09-26 10:24:19.000000,msgrissi,Lesenswerter Artikel aus The New York Times: Trusty Wet Noses Sniff Out the Virus https://t.co/pDzK0XUzpe,,0,0,2020-09-27 17:13:18.904817
30,1309773267826335745,nl,2020-09-26 08:34:16.000000,BlendleNL,@Marijn_Prins Super vervelend! Kan je in onze dm even jouw mail sturen waarmee je Blendle leest? Dan kijken we met jou mee.,Utrecht,0,0,2020-09-27 17:13:18.904826
31,1309765835364458496,nl,2020-09-26 08:04:44.000000,sabinedewitte,"De vertrutting continues, zou toch denken dat een links bestuur dit stukje iconisch Amsterdam zou bewaren. Maar nee… https://t.co/4YsQZF3v6z",Amsterdam,0,0,2020-09-27 17:13:18.904836
32,1309761914004811783,nl,2020-09-26 07:49:09.000000,rubenschulz,@HesterLoeff @nrc Jammer van de paywall... eens kijken of ie op Blendle staat,"Gorinchem, Netherlands",1,0,2020-09-27 17:13:18.904856
33,1309756165417562112,nl,2020-09-26 07:26:18.000000,walrusit,“Het is beleid van een overheid die als de dood is om systeemverantwoordelijkheid te nemen!” Lees dit artikel uit d… https://t.co/Ce3VWq1mCS,"Katwijk aan Zee, NL",0,0,2020-09-27 17:13:18.904867
34,1309755069429149701,nl,2020-09-26 07:21:57.000000,vittoriobusato,"Lees dit artikel uit Trouw: 'Het testbeleid is niet het probleem, dat is ons gedrag' https://t.co/AAdgP7iJRL",Amsterdam,0,0,2020-09-27 17:13:18.904876
35,1309750841251856385,nl,2020-09-26 07:05:09.000000,karslitjens,"Wat een starre man is meneer van Dissel. 

'Het testbeleid is niet het probleem, dat is ons gedrag' https://t.co/RnZwtx05xM","Rotterdam, The Netherlands",0,0,2020-09-27 17:13:18.904886
36,1309741996467077120,nl,2020-09-26 06:30:00.000000,BlendleNL,Wat kan Nederland leren van de Zweedse groepsimmuniteit? ‘Ik ben optimistisch over de duur van de immuniteit’ (… https://t.co/xijwjl6a0M,Utrecht,0,0,2020-09-27 17:13:18.904897
37,1309735925874913281,nl,2020-09-26 06:05:53.000000,nicolieneb,Geef het ze niet! https://t.co/AkYCXfbOCA,Delfgauw / Rotterdam,0,0,2020-09-27 17:13:18.904906
38,1309734448976412672,nl,2020-09-26 06:00:00.000000,BlendleNL,‘Eigen verantwoordelijkheid’: we horen het de godganse dag en @sheilasitalsing is er in deze messcherpe column he-l… https://t.co/sHnqOkNwXd,Utrecht,0,0,2020-09-27 17:13:18.904916
39,1309723121042284544,nl,2020-09-26 05:15:00.000000,BlendleNL,"Zijn broer Nabil B. is kroongetuige in het Marengo-proces, zijn andere broer werd om die reden vermoord. ‘Hoe kon d… https://t.co/bNgSfNmUqe",Utrecht,1,0,2020-09-27 17:13:18.904926
40,1309715571316068352,nl,2020-09-26 04:45:00.000000,BlendleNL,Jaap van Dissel ziet nog steeds niets in een mondkapjesplicht. Joep Engels en @martenvdw schrijven het op in @trouw… https://t.co/hh6SxiqDJl,Utrecht,1,0,2020-09-27 17:13:18.904936
41,1309600317986742273,nl,2020-09-25 21:07:01.000000,MD88HB,@HDDuurvoort Lees dit artikel uit Knack: De beste filter blijkt een viscose dweil te zijn https://t.co/RWXcKXeP96,,0,0,2020-09-27 17:13:18.904946
42,1309538274537504770,de,2020-09-25 17:00:29.000000,koysino,"Q: ""Jetzt ist er doch fertig"", Frankfurter Allgemeine Zeitung vom 25.09.2020

https://t.co/VA4GiGPvLM","Amsterdam, Niederlande",1,0,2020-09-27 17:13:18.904955
43,1309525593780826112,de,2020-09-25 16:10:06.000000,BlendleDE,Wann ist eine Frau Frau genug für den Leistungssport?. Aus @Tagesspiegel https://t.co/jQWH6bBJFV https://t.co/3NMjBTMI80,Deutschland,0,0,2020-09-27 17:13:18.904965
44,1309522447369203712,nl,2020-09-25 15:57:35.000000,Ranada1967,",,Er is een religie in Nederland en die is dat jeugdzorg alwetend is en áltijd gelijk heeft. Wie het daar niet mee… https://t.co/5t3gObFFTJ","Amsterdam, Nederland",17,10,2020-09-27 17:13:18.904975
45,1309521084811808776,nl,2020-09-25 15:52:11.000000,Ranada1967,"Doorgaans wordt de visie van de RvdK/GI gevolgd. ,,Toen ik in een zitting aangaf dat de voogd loog zei de rechter:… https://t.co/aOLPUIR4V9","Amsterdam, Nederland",7,5,2020-09-27 17:13:18.904985
46,1309513248882995201,de,2020-09-25 15:21:02.000000,BlendleDE,"40 Jahre nach dem Oktoberfest-Attentat: Eine Nacht, die das Leben so vieler veränderte. Aus @SZ… https://t.co/Rrr0P0WRPU",Deutschland,1,2,2020-09-27 17:13:18.904995
47,1309493573868564483,en,2020-09-25 14:02:51.000000,Transact_io,"@_KarenHao @paul_scharre Blendle was a boutique curator. They didn't allow fast, on-site purchases, &amp; then charged too much.","Santa Barbara, CA",0,0,2020-09-27 17:13:18.905005
48,1309491034813091842,en,2020-09-25 13:52:46.000000,ScottMonty,"@Dayngr @geneweingarten Try @Blendle - you pay just cents per article, and only the articles you want. They start y… https://t.co/HYGY9gCW3s","Ann Arbor, MI",0,0,2020-09-27 17:13:18.905015
49,1309475685103267841,nl,2020-09-25 12:51:46.000000,eelcobvr,"Verslag doen van Trump = een mijnenveld, zeker in tijden van sociale protesten en BLM. Coverstory VN is ook te leze… https://t.co/8IWisg4yaW",Amsterdam,17,2,2020-09-27 17:13:18.905025
50,1309449897645674503,nl,2020-09-25 11:09:18.000000,nieuwsselectie,Onbeperkt tijdschriften en het nieuws van alle k(r)anten. Probeer nu gratis: https://t.co/ZGrWV66GTy #blendle… https://t.co/uNQ0p7Vg92,,0,0,2020-09-27 17:13:18.905035
51,1309430021241610242,nl,2020-09-25 09:50:19.000000,JnthnHndrckx,"@SirJelle @ArbiterOfTweets @kareldeweerdt Dat zou natuurlijk goed het geval kunnen zijn. Dat weet ik zelf niet, en… https://t.co/SyTlDa4W8t","Antwerp, Belgium",1,0,2020-09-27 17:13:18.905044
52,1309423168675745793,en,2020-09-25 09:23:05.000000,EncountersWorld,"Holger Kansky reminds us that; ""We have had try outs for Spotify for news, and there are several magazines you can… https://t.co/vSOBHyCxCa",France,1,0,2020-09-27 17:13:18.905054
53,1309422467274940417,nl,2020-09-25 09:20:18.000000,renevdeuren,@SirJelle @ArbiterOfTweets @JnthnHndrckx @Knack In Nederland bestaat er Blendle waar men een keuze kan maken uit artikels.,Sas Slijkens 🇧🇪,0,0,2020-09-27 17:13:18.905064
54,1309422359850475520,nl,2020-09-25 09:19:53.000000,whdewijs,Lees dit artikel uit Trouw: Hoe het politieke debat verdween https://t.co/yVaSTTY7Jq,Amsterdam,0,0,2020-09-27 17:13:18.905074
55,1309421345512411136,nl,2020-09-25 09:15:51.000000,Mopperwezen,De beste voorzorgsmaatregel tegen corona? Zet Jaap van Dissel aan de kant https://t.co/muBD3gjXOO,"Amsterdam, Nederland",0,0,2020-09-27 17:13:18.905083
56,1309420662356934656,nl,2020-09-25 09:13:08.000000,JnthnHndrckx,"@ArbiterOfTweets @kareldeweerdt @SirJelle En zelfs bij Blendle zelf is dat model van micropayments , voor zover ik… https://t.co/DJUdkVU3KX","Antwerp, Belgium",4,0,2020-09-27 17:13:18.905093
57,1309420077729681409,nl,2020-09-25 09:10:49.000000,Mopperwezen,Een nieuwe lockdown is onvermijdelijk https://t.co/RM5KF13ozP,"Amsterdam, Nederland",0,0,2020-09-27 17:13:18.905103
58,1309419986201518080,nl,2020-09-25 09:10:27.000000,ArbiterOfTweets,"@kareldeweerdt @SirJelle @JnthnHndrckx Denk dat hij doelt op een soort Blendle-systeem, wat op zich niet oninteressant is.",,3,0,2020-09-27 17:13:18.905112
59,1309411298766192640,nl,2020-09-25 08:35:55.000000,PD0PKY,Lees dit artikel uit Knack: De beste filter blijkt een viscose dweil te zijn https://t.co/b2uWJWALg4,JO 21 gu,0,0,2020-09-27 17:13:18.905123
60,1309409491478294533,nl,2020-09-25 08:28:45.000000,PetraMeijers,Alles wat @IljaPfeijffer zegt in deze column over het verschil tussen Italië en Nederland. Over de egocentrische Ne… https://t.co/k0u34Ik5DS,"Maastricht, the Netherlands",2,0,2020-09-27 17:13:18.905133
61,1309409131934224384,nl,2020-09-25 08:27:19.000000,nieuwsselectie,Onbeperkt tijdschriften en het nieuws van alle k(r)anten. Probeer nu gratis: https://t.co/ZGrWV66GTy #blendle #lezen https://t.co/68hxQyX6Zs,,0,2,2020-09-27 17:13:18.905142
62,1309407243784388608,de,2020-09-25 08:19:49.000000,koysino,"Q: ""SCHWEINEREI!"", GEO Magazin, 9.9.2020

https://t.co/KFA7pJ8J4m","Amsterdam, Niederlande",2,0,2020-09-27 17:13:18.905152
63,1309398281122992129,nl,2020-09-25 07:44:12.000000,FritsBroos,Lees dit artikel uit Knack: De beste filter blijkt een viscose dweil te zijn https://t.co/C1AxHchXIb,Zeeland,0,0,2020-09-27 17:13:18.905162
64,1309398202089705474,nl,2020-09-25 07:43:53.000000,Consugreen,Lees dit artikel uit Knack: De beste filter blijkt een viscose dweil te zijn https://t.co/R87LNzh5fd,"Middelburg, Zeeland",0,0,2020-09-27 17:13:18.905171
65,1309386651769229312,nl,2020-09-25 06:57:59.000000,LotNote,Interessant artikel uit Knack: De beste filter blijkt een viscose dweil te zijn https://t.co/L96oeqw9bs,Amsterdam en Lorraine,0,0,2020-09-27 17:13:18.905181
66,1309383666863419393,nl,2020-09-25 06:46:08.000000,Johanvanes17,Lees dit artikel uit Knack: De beste filter blijkt een viscose dweil te zijn #nut https://t.co/OWTkomKyJ4,"Bavel,Nederland",0,0,2020-09-27 17:13:18.905191
67,1309375832754991104,nl,2020-09-25 06:15:00.000000,BlendleNL,Het Westen probeert al jaren Assad voor de rechter te slepen. Nederland denkt nu een manier gevonden te hebben (… https://t.co/x1hp5l5Nna,Utrecht,1,0,2020-09-27 17:13:18.905201
68,1309372064218804229,nl,2020-09-25 06:00:01.000000,BlendleNL,De Kamer voert al sinds het begin van deze crisis liever campagne dan dat het kritische vragen stelt. Terwijl ’t ju… https://t.co/AWkXbIn4kM,Utrecht,1,0,2020-09-27 17:13:18.905211
69,1309367689090142208,nl,2020-09-25 05:42:38.000000,vangeest,Lees dit artikel uit https://t.co/tvhDuAvoJ4: De beste voorzorgsmaatregel tegen corona? Zet Jaap van Dissel aan de… https://t.co/X4iDVnv7Qi,Planet Earth,2,1,2020-09-27 17:13:18.905221
70,1309360733260455941,nl,2020-09-25 05:15:00.000000,BlendleNL,"‘Just do it (for the money)’: sporters worden door Nike verplicht wedstrijden te lopen, geblesseerd of niet (… https://t.co/7XkySi9n40",Utrecht,2,0,2020-09-27 17:13:18.905231
71,1309354730443939841,nl,2020-09-25 04:51:09.000000,woukevscherrenb,Belgische arts bestudeerde jaren geleden al t effect van mondkapjes “als iedereen die draagt is een epidemie snel b… https://t.co/YB7MRaEYtK,,63,40,2020-09-27 17:13:18.905260
72,1309353515366707200,nl,2020-09-25 04:46:19.000000,nieuwsselectie,Onbeperkt tijdschriften en het nieuws van alle k(r)anten. Probeer nu gratis: https://t.co/ZGrWV66GTy #nieuws https://t.co/16yXQx8qFK,,0,0,2020-09-27 17:13:18.905270
73,1309353183559340034,nl,2020-09-25 04:45:00.000000,BlendleNL,"Pleidooi voor ’t mondkapje: volgens deze arts zijn ze ‘hyperefficiënt’ (@Knack)

👉 https://t.co/0yGwiJm3nb https://t.co/Oo0tbJ8p8u",Utrecht,1,0,2020-09-27 17:13:18.905282
74,1309302157380849664,en,2020-09-25 01:22:14.000000,_KarenHao,@paul_scharre There used to be a company called Blendle that did this! Apparently they stopped last year bc they ju… https://t.co/hJjR38mGk1,"Cambridge, MA",2,0,2020-09-27 17:13:18.905291
75,1309286951506374656,en,2020-09-25 00:21:49.000000,NielsRenssen,@paul_scharre @Blendle Blendle's personalized newsfeeds are very much curated by algorithms and I still don't reall… https://t.co/fAwYFhciZN,"The Hague, The Netherlands",0,0,2020-09-27 17:13:18.905301
76,1309236113811402759,nl,2020-09-24 20:59:48.000000,mathilebrandts,"Lees dit artikel uit 360 Magazine: Eniola Aluko, klokkenluidster tegen wil en dank https://t.co/Mov8kgxzOc",,0,0,2020-09-27 17:13:18.905311
77,1309202604778545153,nl,2020-09-24 18:46:39.000000,MoniqueNeyzen,Duurzaamheid en gratis retourneren na on-line aankoop slecht samen. Veel consumenten realiseren zich dat niet. Arti… https://t.co/f3MvJPRSwr,Nederland,1,0,2020-09-27 17:13:18.905321
78,1309201844447727616,de,2020-09-24 18:43:38.000000,jrnsg,"Sehr lesenswert zum Fall #Nawalny:
»Nach der Invasion auf der Krim und im Donbass […] gibt es kein Zurück mehr. Kei… https://t.co/YUIJ0ygYzT","München, Bayern München",0,0,2020-09-27 17:13:18.905330
79,1309200002078642176,nl,2020-09-24 18:36:18.000000,BlendleNL,"🏆 Vandaag werd dit stuk het best gelezen op Blendle:

Dit gebeurt er met al die pakketjes die jij gratis terugstuur… https://t.co/dLpcH1WKU9",Utrecht,1,1,2020-09-27 17:13:18.905340
80,1309183698949091328,nl,2020-09-24 17:31:31.000000,BlendleNL,"Dat je goed voor je huisdier zorgt, betekent niet dat ie gelukkig is. Hier moet je op letten. @BosEmmeke zocht het… https://t.co/SCgSCk1azm",Utrecht,6,2,2020-09-27 17:13:18.905350
81,1309183133837860866,nl,2020-09-24 17:29:17.000000,BlendleNL,"Nadat de Engelse spits Eniola Aluko racisme in het (vrouwen)voetbal aankaartte, werd ze niet meer geselecteerd. Nu… https://t.co/pLixFnSATY",Utrecht,1,1,2020-09-27 17:13:18.905360
82,1309182263196876800,en,2020-09-24 17:25:49.000000,trynke56,@rallyjef Een blendle abbonement,het wonderschone Fryslân ,1,0,2020-09-27 17:13:18.905386
83,1309181996527222785,nl,2020-09-24 17:24:46.000000,BlendleNL,"Dit gebeurt er met al die pakketjes die jij gratis terugstuurt. Jurgen Tiekstra schreef het op voor @vprogids.

👉… https://t.co/eSeCYwOf7v",Utrecht,2,0,2020-09-27 17:13:18.905396
84,1309168364204556294,nl,2020-09-24 16:30:35.000000,bolle58,"@MartijnvanO @rallyjef Ik gebruik Blendle en vul dat aan met wat andere artikelen, van NRC etc.. Digitaal dus.",nijmegen,1,0,2020-09-27 17:13:18.905421
85,1309166375886299138,nl,2020-09-24 16:22:41.000000,Goldtwatter,De #schepper van dit financiële #surrealisme koopt sinds 10 jaar volop #staatsobligaties van eurolanden op. De #ECB… https://t.co/1fKmqc9aK0,Netherlands,0,0,2020-09-27 17:13:18.905431
86,1309163189628817408,de,2020-09-24 16:10:02.000000,BlendleDE,"Ist Gold eine gute Investition? @SZ erklärt, ob und für wen das Edelmetall wirklich etwas bringt.… https://t.co/CT3iwppFzR",Deutschland,0,0,2020-09-27 17:13:18.905441
87,1309159823372582912,nl,2020-09-24 15:56:39.000000,UiteenAdvocaat,Lees dit artikel uit JAN: HOE GA JE OM MET EEN KIND DAT ROUWT? https://t.co/H4P49VXM5j,"Rotterdam, Zuid-Holland",1,0,2020-09-27 17:13:18.905451
88,1309150859524218881,de,2020-09-24 15:21:02.000000,BlendleDE,2020 ist ein hochdramatisches Jahr in der Klimakrise. @sternde schreibt die Ausmaße zusammen https://t.co/tOefv0qR7w https://t.co/p8QGSLyeMD,Deutschland,0,0,2020-09-27 17:13:18.905461
89,1309145575045070850,nl,2020-09-24 15:00:02.000000,BlendleNL,Waarom de dood van opperrechter Ruth Bader Ginsburg de Amerikaanse democratie in gevaar brengt. @PaulVerhagen legt… https://t.co/G7CxnavnZq,Utrecht,1,0,2020-09-27 17:13:18.905472
90,1309142516227338242,nl,2020-09-24 14:47:53.000000,vanfransveen,Lees dit artikel uit Het Parool: Clowns in circus Corona https://t.co/gtBW89yJlt https://t.co/6rsYXaJn83,Amsterdam,0,0,2020-09-27 17:13:18.905481
91,1309137340124876805,nl,2020-09-24 14:27:19.000000,nieuwsselectie,Onbeperkt tijdschriften en het nieuws van alle k(r)anten. Probeer nu gratis: https://t.co/ZGrWV66GTy #gratisproberen https://t.co/4QhSZE10jA,,0,0,2020-09-27 17:13:18.905492
92,1309129757431390220,nl,2020-09-24 13:57:11.000000,Hesteroz,"@Blendle Vraagje... gister dacht ik artikelen onbeperkt te kunnen lezen als ik een abonnement nam, toch overstag...… https://t.co/lEcD7grPgw","Alkmaar, The Netherlands",0,0,2020-09-27 17:13:18.905501
93,1309108750188412929,en,2020-09-24 12:33:42.000000,jkatcher74,"Definitely becoming a believer. Journeys in the Teslaverse
 https://t.co/cG0ikx1JzV?",NYC,0,0,2020-09-27 17:13:18.905511
94,1309108497108406273,en,2020-09-24 12:32:42.000000,jkatcher74,"Trusty Wet Noses Sniff Out the CoronaVirus
 https://t.co/B4FroCsIcH?",NYC,0,0,2020-09-27 17:13:18.905521
95,1309086645594075137,en,2020-09-24 11:05:52.000000,rickpastoor,@ThE_ED @NickKivits 😢 rip Blendle button,"Amsterdam, Netherlands",0,0,2020-09-27 17:13:18.905531
96,1309081092574580736,da,2020-09-24 10:43:48.000000,eelcobvr,Hier de Blendle-link: https://t.co/SlE0pOUmdx,Amsterdam,4,1,2020-09-27 17:13:18.905540
97,1309079965670014976,nl,2020-09-24 10:39:20.000000,ThE_ED,Reporters Online deelnemers kunnen de nieuwe pluginversie downloaden. Daarin heb ik de Blendle-knop optie verwijder… https://t.co/mWOgZPGDz9,Arnhem,2,1,2020-09-27 17:13:18.905550
98,1309057354470690821,nl,2020-09-24 09:09:29.000000,Mooinique1,Lees dit artikel uit de Volkskrant: Zo leent Nederland miljarden voor een spotprijs. Dit!  https://t.co/nu3F0tMGZo,,1,1,2020-09-27 17:13:18.905559
99,1309030680484085762,nl,2020-09-24 07:23:29.000000,sneuperdokkum,Genealogie om moorden op te lossen: DNA BEKEND! https://t.co/dZEzTSjEPD,Dokkum/ Amsterdam,0,0,2020-09-27 17:13:18.905569
100,1309028305404940289,nl,2020-09-24 07:14:03.000000,Anja_Vink,Lezenswaardig nterview van @hannahhoekstra in de Vogue met twee leerlingen en een leraar van @OSBijlmer: IK WAS EEN… https://t.co/qdMoDE19Cm,Damsko,0,0,2020-09-27 17:13:19.855460
101,1309023682514296833,nl,2020-09-24 06:55:41.000000,cuijperscor,Lees dit artikel uit Het Parool: Dood rechter kan VS fataal worden https://t.co/uxl9c17rzF,,1,0,2020-09-27 17:13:19.855485
102,1309017220882640896,nl,2020-09-24 06:30:00.000000,BlendleNL,"In Madrid zitten hele wijken alweer op slot. Vooral arme buurten gaan in lockdown, uit vrees voor het ergste. Corre… https://t.co/hkS8HiBOWX",Utrecht,0,1,2020-09-27 17:13:19.855500
103,1309009671341056000,nl,2020-09-24 06:00:00.000000,BlendleNL,De partijbijeenkomst van FVD op de Amerikaanse ambassade zorgt voor ophef en staat op gespannen voet met internatio… https://t.co/f3UwdwMxVZ,Utrecht,5,0,2020-09-27 17:13:19.855515
104,1308998345487126528,nl,2020-09-24 05:15:00.000000,BlendleNL,Dit Nederlandse coronavaccin wordt sinds deze week getest op 60.000 mensen. ‘Tot nu toe is er alleen maar goed nieu… https://t.co/HvArjKScgs,Utrecht,0,0,2020-09-27 17:13:19.855530
105,1308990795626631168,nl,2020-09-24 04:45:00.000000,BlendleNL,Spotgoedkoop miljarden lenen? Zo krijgt Nederland dat voor elkaar. @yvonnehofs doet verslag vanuit de dealingroom o… https://t.co/4NMT8RUCzb,Utrecht,1,0,2020-09-27 17:13:19.855545
106,1308967366970269696,nl,2020-09-24 03:11:54.000000,DjoeGio,Waarom 200.000 Amerikanen kunnen overlijden aan Covid-19 zonder dat dit als een nationaal drama wordt ervaren. https://t.co/YNMQIjm7HJ,johanvandebeek@protonmail.com,0,0,2020-09-27 17:13:19.855559
107,1308876214610923525,en,2020-09-23 21:09:41.000000,timneutkens,"Just to translate the brands:

Marktplaats = Our ebay
Corona Dashboard = Official Government dashboard
TicketSwap =… https://t.co/JynBLvIXXV",The Netherlands,14,0,2020-09-27 17:13:19.855576
108,1308872949043265537,en,2020-09-23 20:56:43.000000,timneutkens,"Super interesting to follow the continued growth of Next.js in The Netherlands. So many well-known brands:

Marktpl… https://t.co/roIUO2JNK9",The Netherlands,207,4,2020-09-27 17:13:19.855590
